search_term	prefix	rule_name	confidence	all_fields_raw_rows	prior_accepted_rows	non_target_organism_rows	target_organism_rows	clear_noise_rows	current_policy_recommendation	field_strategy_recommendation	example_title
ICMP[All Fields] AND 5741[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5742[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5744[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5745[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5746[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5747[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas euvesicatoria
ICMP[All Fields] AND 5748[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5749[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 574[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5751[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5753[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5754[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5755[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5756[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5758[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5761[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5762[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5778[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5779[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 577[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5780[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 5834[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 586[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 6041[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 616[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 619[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 621[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 6465[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 6482[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 6502[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 6570[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 6574[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 671[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 6747[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 6759[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 6774[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 6934[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 7080[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 7462[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 7466[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 7492[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 7497[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 7498[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 7499[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 7725[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 7726[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 7727[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8045[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8046[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8306[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8410[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8410[All Fields] AND 83[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8412[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8432[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8561[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8682[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8688[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8787[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8788[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Xanthomonas oryzae NCPPB4346
ICMP[All Fields] AND 8789[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8816[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8883[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8884[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8917[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8918[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8919[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8923[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8925[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 8949[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 9154[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 9262[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 9278[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 9279[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 9513[All Fields]	ICMP	known_collection_prefix	high	1	1	0	1	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	strain ICMP 9513 of Xanthomonas codiaei
ICMP[All Fields] AND 9627[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 9854[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 9857[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICMP[All Fields] AND 9991[All Fields]	ICMP	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND 10518[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND PM114[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XA132[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XA138[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XA139[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XB109[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XB110[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XB117[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XC112[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XC6[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XD105[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XE104[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XE105[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XF105[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XH112[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XL104[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XL107[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XM130[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XN105[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XP195[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XP198[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XP200[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XP202[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XP228[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XP230[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XP231[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XP232[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XP235[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XP5[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XPL99[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XR101[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XR117[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XT15[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XV101[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ICPB[All Fields] AND XV168[All Fields]	ICPB	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IIHXCC[All Fields] AND 2[All Fields]	IIHXCC	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IIHXCC[All Fields] AND 4[All Fields]	IIHXCC	uppercase_general_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IIHXCG[All Fields] AND 3[All Fields]	IIHXCG	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IIH[All Fields] AND XCC[All Fields] AND 5[All Fields]	IIH-XCC	general_code_candidate	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IIH[All Fields] AND XCP[All Fields] AND 1[All Fields]	IIH-XCP	general_code_candidate	low	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND 392223[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND 392224[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND 393640[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND 393641[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND 393646[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B102166[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B11059[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B11393[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B11426[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B11542[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B11680B[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B11688[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B9124[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B9313[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B9336[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IMI[All Fields] AND B9658[All Fields]	IMI	known_collection_prefix	high	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
IPV[All Fields] AND BO[All Fields] AND 193[All Fields]	IPV-BO	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 159[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 253[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 255[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 269[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 272[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 273[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 327[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 333[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 353[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 366[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 367[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 380[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 381[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
ISBF[All Fields] AND 443[All Fields]	ISBF	contextual_reference_code	medium	1	0	0	0	0	no_hit_evidence_only	manual_review_only	
